nom_commune;codes_postaux;code_insee;latitude;longitude;éloignement
Puygouzon;81990;81218;;;
Rabastens;81800;81220;43.833333;1.75;1.8
Rivières;81600;81225;43.916667;1.966667;0.75
Roquemaure;81800;81228;43.816667;1.616667;2.45
Rouffiac;81150;81232;43.883333;2.066667;1.35
Saint-Beauzile;81140;81243;44.016667;1.833333;1.39
Sainte-Cécile-du-Cayrou;81140;81246;44;1.8;1.56
Saint-Gauzens;81390;81248;43.733333;1.916667;1.2
Saint-Urcisse;81630;81272;43.95;1.633333;2.37
Saliès;81990;81274;43.883333;2.133333;0.99
Salvagnac;81630;81276;43.916667;1.7;2.04
Senouillac;81600;81283;43.933333;1.95;0.83
Tauriac;81630;81293;43.883333;1.591667;-1
Técou;81600;81294;43.85;1.95;0.83
Terssac;81150;81297;43.933333;2.083333;1.12
Vieux;81140;81316;44;1.883333;1.17
Alban;81250;81003;43.9;2.466667;1.68
Arifat;81360;81017;43.766667;2.333333;1.03
Barre;81320;81023;43.75124;2.82714;-1
Berlats;81260;81028;43.7;2.566667;2.17
Brassac;81260;81037;;;
Burlats;81100;81042;43.633333;2.316667;1.23
Cambounès;81260;81053;43.583333;2.45;1.6
Castelnau-de-Brassac;81260;81062;43.65;2.516667;1.93
Castres;81100;81065;43.6;2.25;1.14
Curvalle;81250;81077;43.916667;2.55;2.09
Dénat;81120;81079;43.85;2.2;0.41
Escroux;81530;81085;43.75;2.633333;2.49
Espérausses;81260;81086;43.7;2.533333;2.01
Fauch;81120;81088;43.833333;2.25;0.63
Ferrières;81260;81091;;;
Gijounet;81530;81103;43.716667;2.616667;2.41
Labastide-Dénat;81120;81113;43.866667;2.2;0.6
Laboulbène;81100;81118;43.65;2.2;1.2
Laboutarie;81120;81119;43.783333;2.116667;1.24
Lacaune;81230;81124;43.716667;2.7;2.82
Lacaze;81330;81125;43.733333;2.516667;1.93
Lacrouzette;81210;81128;43.666667;2.35;1.79
Lamillarié;81120;81133;43.85;2.15;0.85
Le Bez;81260;81031;43.616667;2.466667;1.68
Le Margnès;81260;81153;;;
Le Masnau-Massuguiès;81530;81158;43.783333;2.55;2.09
Le Travet;81120;81301;43.816667;2.333333;1.47
Lombers;81120;81147;43.8;2.15;0.79
Massals;81250;81161;43.85;2.516667;1.93
Miolles;81250;81167;43.883333;2.55;2.09
Montfa;81210;81177;43.683333;2.216667;1.34
Montredon-Labessonnié;81360;81182;43.733333;2.35;1.12
Mont-Roc;81120;81183;43.8;2.366667;1.89
Moulin-Mage;81320;81188;43.71127;2.80464;-1
Murat-sur-Vèbre;81320;81192;43.683333;2.858333;-1
Nages;81320;81193;43.67555;2.77966;-1
Navès;81710;81195;43.566667;2.225;1.34
Orban;81120;81198;43.833333;2.083333;1.58
Paulinet;81250;81203;43.85;2.433333;1.52
Poulan-Pouzols;81120;81211;43.85;2.116667;1.23
Rayssac;81330;81221;43.816667;2.416667;1.44
Réalmont;81120;81222;43.783333;2.2;0.46
Ronel;81120;81226;43.816667;2.216667;0.47
Roquecourbe;81210;81227;43.666667;2.3;0.87
Roumégoux;81120;81233;43.8;2.266667;0.71
Saint-André;81250;81240;;;
Saint-Antonin-de-Lacalm;81120;81241;43.783333;2.3;1.15
Saint-Germier;81210;81252;43.666667;2.233333;0.95
Saint-Jean-de-Vals;81210;81256;43.683333;2.266667;0.71
Saint-Lieux-Lafenasse;81120;81260;;;
Saint-Pierre-de-Trivisy;81330;81267;43.766667;2.433333;1.52
Saint-Salvi-de-Carcavès;81530;81268;;;
Saïx;81710;81273;43.583333;2.183333;1.24
Senaux;81530;81282;43.766667;2.616667;2.41
Sieurac;81120;81287;43.8;2.1;1.39
Teillet;81120;81295;43.833333;2.35;1.68
Terre-Clapier;81120;81296;;;
Vabre;81330;81305;43.683333;2.433333;1.52
Viane;81530;81314;43.733333;2.583333;2.25
Aguts;81470;81001;43.533333;1.916667;1.53
Aiguefonde;81200;81002;43.483333;2.333333;1.82
Albine;81240;81005;43.45;2.533333;2.01
Algans;81470;81006;43.6;1.883333;1.15
Ambres;81500;81011;43.733333;1.816667;1.47
Anglès;81260;81014;43.566667;2.566667;2.17
Appelle;81700;81015;43.583333;1.966667;1.24
Arfons;81110;81016;43.433333;2.166667;2.11
Aussillon;81200;81021;43.483333;2.366667;1.82
Bannières;81500;81022;43.633333;1.75;1.8
Belcastel;81500;81025;43.65;1.758333;-1
Belleserre;81540;81027;43.483333;2.05;1.82
Bertre;81700;81030;43.6;1.95;1.52
Blan;81700;81032;43.533333;2;1.53
Boissezon;81490;81034;43.583333;2.4;1.36
Bout-du-Pont-de-Larn;81660;81036;43.5;2.416667;1.72
Brousse;81440;81040;43.716667;2.083333;1
Cabanès;81500;81044;43.733333;1.95;2.1
Cahuzac;81540;81049;43.466667;2.066667;1.13
Cambon-lès-Lavaur;81470;81050;;;
Cambounet-sur-le-Sor;81580;81054;43.583333;2.116667;1.24
Carbes;81570;81058;43.616667;2.15;1.05
Caucalières;81200;81066;43.516667;2.316667;1.63
Cuq;81570;81075;43.65;2.083333;1.6
Cuq-Toulza;81470;81076;43.55;1.883333;1.43
Damiatte;81220;81078;43.65;1.983333;0.85
Dourgne;81110;81081;43.483333;2.15;1.82
Durfort;81540;81083;;;
Escoussens;81290;81084;43.5;2.216667;1.72
Fiac;81500;81092;43.7;1.9;1.33
Fréjeville;81570;81098;43.616667;2.133333;1.05
Garrevaques;81700;81100;43.483333;1.966667;1.82
Garrigues;81500;81102;43.7;1.716667;1.96
Giroussens;81500;81104;43.766667;1.783333;1.64
Guitalens;81220;81107;43.65;2.05;1.39
Jonquières;81440;81109;43.65;2.116667;1.22
Labastide-Rouairoux;81270;81115;43.466667;2.65;2.57
Labastide-Saint-Georges;81500;81116;43.7;1.816667;1.47
Labruguière;81290;81120;43.533333;2.266667;1.53
Lacabarède;81240;81121;43.45;2.583333;2.25
Lacougotte-Cadoul;81500;81126;;;
Lacroisille;81470;81127;43.583333;1.933333;1.24
Lagardiolle;81110;81129;43.5;2.083333;1.72
Lagarrigue;81090;81130;43.566667;2.283333;1.34
Lalbarède;81220;81132;43.65;2.05;1.39
Lamontélarié;81260;81134;;;
Lasfaillades;81260;81137;;;
Lautrec;81440;81139;43.716667;2.15;0.47
Lavaur;81500;81140;43.7;1.816667;1.47
Lempaut;81700;81142;43.533333;2.066667;1.53
Le Rialet;81240;81223;43.566667;2.483333;1.76
Les Cammazes;81540;81055;43.416667;2.083333;2.21
Lescout;81110;81143;43.533333;2.1;1.53
Le Vintrou;81240;81321;43.516667;2.466667;1.68
Lugan;81500;81150;43.733333;1.716667;-1
Magrin;81220;81151;43.633333;1.916667;1.58
Marzens;81500;81157;43.666667;1.833333;1.39
Massac-Séran;81500;81159;43.666667;1.85;1.31
Massaguel;81110;81160;43.5;2.166667;1.72
Maurens-Scopont;81470;81162;43.6;1.816667;1.88
Mazamet;81200;81163;43.5;2.4;1.72
Montcabrier;81500;81173;;;
Montdragon;81440;81174;43.783333;2.116667;1.22
Montgey;81470;81179;43.516667;1.933333;1.63
Montpinier;81440;81181;43.666667;2.2;1.32
Mouzens;81470;81189;43.533333;1.9;1.53
Noailhac;81490;81196;43.575;2.35;-1
Palleville;81700;81200;43.5;2;1.72
Payrin-Augmontel;81660;81204;43.516667;2.366667;1.63
Péchaudier;81470;81205;43.533333;1.95;1.53
Peyregoux;81440;81207;43.683333;2.2;1.15
Pont-de-Larn;81660;81209;43.5;2.4;1.72
Poudis;81700;81210;43.516667;1.983333;1.63
Prades;81220;81212;43.6;1.983333;1.14
Pratviel;81500;81213;43.65;1.9;1.4
Puéchoursi;81470;81214;43.516667;1.916667;1.63
Puycalvel;81440;81216;43.683333;2.1;0.92
Puylaurens;81700;81219;43.566667;2.016667;1.34
Roquevidal;81470;81229;43.633333;1.866667;1.64
Rouairoux;81240;81231;43.483333;2.566667;2.17
Saint-Affrique-les-Montagnes;81290;81235;;;
Saint-Agnan;81500;81236;;;
Saint-Amancet;81110;81237;43.466667;2.1;1.92
Saint-Amans-Soult;81240;81238;43.483333;2.5;1.84
Saint-Amans-Valtoret;81240;81239;43.483333;2.483333;1.82
Saint-Avit;81110;81242;43.516667;2.1;1.63
Saint-Genest-de-Contest;81440;81250;43.766667;2.15;0.87
Saint-Germain-des-Prés;81700;81251;43.566667;2.083333;1.74
Saint-Jean-de-Rives;81500;81255;43.733333;1.783333;1.64
Saint-Julien-du-Puy;81440;81258;43.766667;2.1;1.12
Saint-Lieux-lès-Lavaur;81500;81261;43.766667;1.766667;1.72
Saint-Paul-Cap-de-Joux;81220;81266;43.65;1.983333;0.85
Saint-Salvy-de-la-Balme;81490;81269;43.616667;2.4;1.36
Saint-Sernin-lès-Lavaur;81700;81270;43.55;1.966667;1.43
Saint-Sulpice;81370;81271;;;
Sauveterre;81240;81278;;;
Sémalens;81570;81281;43.583333;2.116667;1.24
Serviès;81220;81286;43.666667;2.033333;1.1
Sorèze;81540;81288;43.45;2.066667;2.01
Soual;81580;81289;43.55;2.116667;1.43
Teulat;81500;81298;43.633333;1.7;2.04
Teyssode;81220;81299;43.65;1.933333;1.18
Valdurenque;81090;81307;43.566667;2.316667;1.34
Veilhes;81500;81310;43.616667;1.833333;1.39
Vénès;81440;81311;43.733333;2.2;1.04
Verdalle;81110;81312;43.516667;2.166667;1.63
Vielmur-sur-Agout;81570;81315;;;
Villeneuve-lès-Lavaur;81500;81318;43.616667;1.783333;1.64
Viterbe;81220;81323;43.683333;1.95;1.12
Viviers-lès-Lavaur;81500;81324;43.633333;1.8;1.56
Viviers-lès-Montagnes;81290;81325;43.55;2.183333;1.43
Albias;82350;82002;44.083333;1.45;1.03
Auty;82220;82007;44.2;1.466667;1.98
Bioule;82800;82018;44.083333;1.55;1.45
Bruniquel;82800;82026;44.05;1.666667;1.94
Castanet;82160;82029;44.266667;1.95;-1
Caussade;82300;82037;44.166667;1.533333;1.38
Caylus;82160;82038;44.233333;1.783333;2.43
Cayrac;82440;82039;44.1;1.466667;1.1
Cayriech;82240;82040;44.216667;1.616667;1.73
Cazals;82140;82041;;;
Corbarieu;82370;82044;43.95;1.366667;0.96
Espinas;82160;82056;44.2;1.833333;2.65
Féneyrols;82140;82061;44.133333;1.816667;2.58
Génébrières;82230;82066;44;1.5;1.24
Ginals;82330;82069;44.2;1.866667;2.79
Labarthe;82220;82077;;;
Labastide-de-Penne;82240;82078;44.283333;1.6;1.83
Lacapelle-Livron;82160;82082;44.266667;1.783333;2.43
Lafrançaise;82130;82087;44.133333;1.25;1.52
Laguépie;82250;82088;44.141667;1.966667;-1
Laguépie;82250;82088;44,15;1,97; 
Lamothe-Capdeville;82130;82090;44.083333;1.366667;1.74
Lapenche;82240;82092;44.233333;1.583333;1.59
La Salvetat-Belmontet;82230;82176;43.966667;1.533333;1.38
Lavaurette;82240;82095;44.216667;1.666667;1.94
Léojac;82230;82098;44.016667;1.45;1.72
L'Honor-de-Cos;82130;82076;;;
Loze;82160;82100;44.283333;1.8;2.51
Mirabel;82440;82110;44.15;1.433333;1.47
Molières;82220;82113;44.183333;1.366667;1.02
Monclar-de-Quercy;82230;82115;43.966667;1.583333;1.59
Montalzat;82270;82119;44.216667;1.5;1.29
Montastruc;82130;82120;44.1;1.291667;-1
Montauban;82000;82121;44.016667;1.35;0.6
Monteils;82300;82126;;;
Montfermier;82270;82128;44.216667;1.4;1.44
Montpezat-de-Quercy;82270;82131;44.233333;1.466667;1.42
Montricoux;82800;82132;44.083333;1.616667;1.73
Mouillac;82160;82133;44.266667;1.666667;2.09
Nègrepelisse;82800;82134;44.066667;1.516667;1.38
Parisot;82160;82137;44.266667;1.85;2.72
Piquecos;82130;82140;44.1;1.316667;0.47
Puycornet;82220;82144;44.166667;1.333333;0.89
Puygaillard-de-Quercy;82800;82145;44.016667;1.633333;1.8
Puylagarde;82160;82147;44.3;1.85;2.72
Puylaroque;82240;82148;44.25;1.6;1.66
Réalville;82440;82149;44.116667;1.466667;1.1
Reyniès;82370;82150;43.916667;1.4;1.12
Saint-Antonin-Noble-Val;82140;82155;;;
Saint-Cirq;82300;82159;;;
Saint-Etienne-de-Tulmont;82410;82161;44.05;1.466667;1.1
Saint-Georges;82240;82162;44.225;1.641667;-1
Saint-Nauphary;82370;82167;43.983333;1.433333;1.6
Saint-Projet;82160;82172;44.308333;1.791667;-1
Saint-Vincent;82300;82174;44.166667;1.466667;1.1
Septfonds;82240;82179;44.183333;1.616667;1.73
Vaïssac;82800;82184;44.033333;1.566667;1.52
Varen;82330;82187;44.15;1.883333;2.86
Varennes;82370;82188;;;
Vazerac;82220;82189;44.183333;1.3;1.3
Verfeil;82330;82191;44.183333;1.883333;2.86
Verlhac-Tescou;82230;82192;43.933333;1.55;1.45
Villebrumier;82370;82194;43.9;1.45;1.25
Villemade;82130;82195;44.066667;1.266667;1.09
Albefeuille-Lagarde;82290;82001;44.05;1.283333;0.39
Angeville;82210;82003;44;1.033333;0.74
Asques;82120;82004;44;0.916667;1.23
Aucamville;82600;82005;43.8;1.216667;2.06
Auterive;82500;82006;43.858333;0.966667;-1
Auvillar;82340;82008;44.066667;0.9;1.3
Balignac;82120;82009;43.95;0.883333;1.37
Bardigues;82340;82010;44.033333;0.9;1.3
Barry-d'Islemade;82290;82011;44.066667;1.266667;0.75
Beaumont-de-Lomagne;82500;82013;43.883333;0.983333;1.39
Beaupuy;82600;82014;43.816667;1.133333;1.92
Belbèse;82500;82015;43.9;1.066667;1.43
Belvèze;82150;82016;44.333333;1.1;2.23
Bessens;82170;82017;43.883333;1.266667;1.39
Boudou;82200;82019;44.1;1.016667;0.81
Bouillac;82600;82020;43.833333;1.133333;1.79
Bouloc;82110;82021;44.3;1.133333;1.96
Bourg-de-Visa;82190;82022;44.25;0.966667;1.56
Bourret;82700;82023;43.95;1.166667;0.85
Brassac;82190;82024;44.216667;0.975;-1
Bressols;82710;82025;43.966667;1.333333;0.72
Campsas;82370;82027;43.9;1.316667;1.82
Canals;82170;82028;43.85;1.283333;1.65
Castelferrus;82100;82030;;;
Castelmayran;82210;82031;44.033333;1.05;1.08
Castelsagrat;82400;82032;44.183333;0.95;1.25
Castelsarrasin;82100;82033;44.033333;1.1;0.71
Castéra-Bouzet;82120;82034;44;0.916667;1.23
Caumont;82210;82035;44.016667;1;0.88
Cazes-Mondenard;82110;82042;44.233333;1.216667;1.42
Comberouger;82600;82043;43.866667;1.116667;1.52
Cordes-Tolosannes;82700;82045;43.983333;1.166667;1.01
Coutures;82210;82046;43.95;0.95;1.88
Cumont;82500;82047;43.866667;0.9;1.52
Dieupentale;82170;82048;43.866667;1.266667;1.52
Donzac;82340;82049;44.116667;0.833333;1.58
Dunes;82340;82050;44.083333;0.783333;1.79
Durfort-Lacapelette;82390;82051;;;
Escatalens;82700;82052;43.983333;1.183333;0.76
Escazeaux;82500;82053;43.833333;1.033333;1.79
Espalais;82400;82054;44.066667;0.9;1.38
Esparsac;82500;82055;43.9;0.933333;1.25
Fabas;82170;82057;43.85;1.333333;1.65
Fajolles;82210;82058;43.966667;1.016667;1.05
Faudoas;82500;82059;43.833333;0.95;1.79
Fauroux;82190;82060;44.25;1;1.56
Finhan;82700;82062;43.916667;1.233333;1.12
Garganvillar;82100;82063;43.983333;1.083333;0.69
Gariès;82500;82064;43.783333;1.033333;2.19
Gasques;82400;82065;;;
Gensac;82120;82067;43.95;0.983333;2.08
Gimat;82500;82068;43.85;0.933333;1.65
Glatens;82500;82070;43.883333;0.916667;1.39
Goas;82500;82071;43.816667;0.95;1.92
Golfech;82400;82072;44.116667;0.866667;1.44
Goudourville;82400;82073;44.116667;0.916667;1.23
Gramont;82120;82074;43.933333;0.766667;2.27
Grisolles;82170;82075;43.833333;1.283333;1.79
Labastide-du-Temple;82100;82080;;;
Labastide-Saint-Pierre;82370;82079;43.916667;1.366667;1.12
Labourgade;82100;82081;43.95;1.116667;0.98
Lachapelle;82120;82083;43.983333;0.85;1.51
Lacour;82190;82084;44.3;0.95;1.96
Lacourt-Saint-Pierre;82290;82085;43.983333;1.25;1.68
Lafitte;82100;82086;43.966667;1.133333;0.75
Lamagistère;82360;82089;44.116667;0.833333;1.58
Lamothe-Cumont;82500;82091;43.866667;0.9;1.52
Larrazet;82500;82093;43.933333;1.083333;1.89
Lauzerte;82110;82094;44.25;1.133333;1.56
La Ville-Dieu-du-Temple;82290;82096;;;
Lavit;82120;82097;43.966667;0.916667;1.23
Le Causé;82500;82036;43.8;0.966667;2.06
Le Pin;82340;82139;44.05;0.966667;1.7
Les Barthes;82100;82012;44.1;1.166667;2.21
Lizac;82200;82099;44.1;1.2;1.72
Malause;82200;82101;44.1;0.983333;1.17
Mansonville;82120;82102;44.016667;0.85;1.51
Marignac;82500;82103;;;
Marsac;82120;82104;43.941667;0.825;-1
Mas-Grenier;82600;82105;43.9;1.2;1.25
Maubec;82500;82106;43.8;0.916667;2.06
Maumusson;82120;82107;43.916667;0.9;1.3
Meauzac;82290;82108;44.083333;1.266667;1.2
Merles;82210;82109;44.066667;0.966667;1.5
Miramont-de-Quercy;82190;82111;;;
Moissac;82200;82112;44.1;1.083333;0.52
Monbéqui;82170;82114;43.883333;1.25;1.43
Montagudet;82110;82116;44.25;1.083333;1.56
Montaigu-de-Quercy;82150;82117;44.333333;1.016667;2.23
Montaïn;82100;82118;43.95;1.116667;0.98
Montbarla;82110;82122;44.216667;1.083333;1.39
Montbartier;82700;82123;43.9;1.266667;1.75
Montbeton;82290;82124;44.016667;1.3;0.97
Montech;82700;82125;43.95;1.233333;0.85
Montesquieu;82200;82127;44.2;1.066667;1.16
Montgaillard;82120;82129;43.933333;0.875;-1
Montjoi;82400;82130;;;
Nohic;82370;82135;43.883333;1.433333;1.39
Orgueil;82370;82136;43.9;1.416667;1.25
Perville;82400;82138;44.183333;0.883333;1.38
Pommevic;82400;82141;44.1;0.933333;1.16
Pompignan;82170;82142;43.816667;1.3;1.92
Poupas;82120;82143;43.966667;0.85;1.51
Puygaillard-de-Lomagne;82120;82146;;;
Roquecor;82150;82151;44.316667;0.95;2.09
Saint-Aignan;82100;82152;44.016667;1.083333;0.69
Saint-Amans-de-Pellagal;82110;82154;44.233333;1.116667;1.42
Saint-Amans-du-Pech;82150;82153;44.316667;0.883333;2.09
Saint-Arroumex;82210;82156;44;1;0.88
Saint-Beauzeil;82150;82157;44.35;0.916667;2.36
Saint-Cirice;82340;82158;44.05;0.85;1.51
Saint-Clair;82400;82160;44.166667;0.95;-1
Sainte-Juliette;82110;82164;44.283333;1.183333;1.83
Saint-Jean-du-Bouzet;82120;82163;43.983333;0.883333;1.37
Saint-Loup;82340;82165;44.083333;0.866667;1.44
Saint-Michel;82340;82166;44.033333;0.933333;1.24
Saint-Nazaire-de-Valentane;82190;82168;44.233333;1.016667;1.42
Saint-Nicolas-de-la-Grave;82210;82169;44.066667;1.033333;1.35
Saint-Paul-d'Espis;82400;82170;44.133333;0.983333;1.27
Saint-Porquier;82700;82171;44;1.183333;1.06
Saint-Sardos;82600;82173;43.9;1.133333;1.25
Saint-Vincent-Lespinasse;82400;82175;;;
Sauveterre;82110;82177;44.266667;1.233333;1.69
Savenès;82600;82178;43.833333;1.216667;1.79
Sérignac;82500;82180;43.916667;1.033333;1.17
Sistels;82340;82181;44.066667;0.783333;1.79
Touffailles;82190;82182;44.266667;1.05;1.69
Tréjouls;82110;82183;44.266667;1.25;1.69
Valeilles;82150;82185;44.366667;0.916667;2.49
Valence;82400;82186;44.1;0.916667;1.23
Verdun-sur-Garonne;82600;82190;43.866667;1.233333;1.52
Vigueron;82500;82193;43.883333;1.066667;1.39
Toulon;83000;83137;43.116667;5.933333;1.68
Toulon;83000;83137;43.116667;5.933333;1.68
Carqueiranne;83320;83034;43.083333;6.083333;1.87
Hyères;83400;83069;43.116667;6.116667;1.68
La Crau;83260;83047;43.15;6.066667;1.49
La Garde;83130;83062;;;
La Londe-les-Maures;83250;83071;43.133333;6.233333;1.58
La Valette-du-Var;83160;83144;43.133333;5.983333;1.58
Le Pradet;83220;83098;43.1;6.016667;1.78
Le Revest-les-Eaux;83200;83103;43.366667;6.566667;1.32
Aiguines;83630;83002;43.766667;6.25;2.08
Ampus;83111;83003;43.6;6.383333;1.12
Aups;83630;83007;43.616667;6.233333;1.21
Baudinard-sur-Verdon;83630;83014;;;
Bauduen;83630;83015;43.733333;6.183333;1.89
Bormes-les-Mimosas;83230;83019;43.15;6.333333;1.49
Cavalaire-sur-Mer;83240;83036;43.166667;6.533333;1.39
Cogolin;83310;83042;43.25;6.533333;1.19
Collobrières;83610;83043;43.233333;6.3;1
Draguignan;83300;83050;43.533333;6.466667;1
Flayosc;83780;83058;43.533333;6.4;0.73
Gassin;83580;83065;43.216667;6.583333;1.38
Grimaud;83310;83068;43.266667;6.516667;1.13
La Croix-Valmer;83420;83048;43.2;6.566667;1.32
La Garde-Freinet;83680;83063;43.316667;6.466667;0.93
La Môle;83310;83079;43.2;6.466667;1.44
La Motte;83920;83085;43.483333;6.516667;1.13
Le Cannet-des-Maures;83340;83031;43.4;6.35;0.83
Le Lavandou;83980;83070;43.133333;6.366667;1.58
Le Luc;83340;83073;43.383333;6.316667;0.35
Les Arcs;83460;83004;43.45;6.483333;1
Les Mayons;83340;83075;43.316667;6.366667;1.55
Les Salles-sur-Verdon;83630;83122;43.766667;6.2;2.08
Le Thoronet;83340;83136;43.45;6.3;0.94
Lorgues;83510;83072;43.483333;6.366667;0.54
Plan-de-la-Tour;83120;83094;43.333333;6.55;1.25
Ramatuelle;83350;83101;43.216667;6.616667;1.51
Rayol-Canadel-sur-Mer;83820;83152;;;
Sainte-Maxime;83120;83115;43.3;6.633333;1.58
Saint-Tropez;83990;83119;43.266667;6.633333;1.58
Taradeau;83460;83134;43.45;6.433333;1
Trans-en-Provence;83720;83141;43.5;6.483333;1
Vérignon;83630;83147;43.65;6.266667;1.41
Vidauban;83550;83148;43.416667;6.433333;0.8
Bagnols-en-Forêt;83600;83008;43.533333;6.7;1.84
Bargème;83840;83010;43.733333;6.566667;1.89
Bargemon;83830;83011;43.616667;6.533333;1.21
Brenon;83840;83022;43.766667;6.55;2.08
Callas;83830;83028;43.583333;6.533333;1.19
Callian;83440;83029;43.633333;6.75;2.03
Châteaudouble;83300;83038;43.583333;6.45;1.02
Châteauvieux;83840;83040;43.775;6.575;-1
Claviers;83830;83041;43.6;6.566667;1.32
Comps-sur-Artuby;83840;83044;43.716667;6.5;1.79
Fayence;83440;83055;43.616667;6.683333;1.77
Figanières;83830;83056;43.566667;6.5;1.52
Fréjus;83600;83061;43,43;6,74; 
La Bastide;83840;83013;43.733333;6.616667;1.89
La Martre;83840;83074;43.766667;6.6;2.08
La Roque-Esclapon;83840;83109;43.716667;6.633333;1.79
Le Bourguet;83840;83020;43.783333;6.516667;2.18
Le Muy;83490;83086;43.466667;6.55;1.25
Les Adrets-de-l'Estérel;83600;83001;;;
Mons;83440;83080;43.683333;6.716667;1.9
Montauroux;83440;83081;43.616667;6.766667;2.09
Montferrat;83131;83082;43.616667;6.483333;1.21
Puget-sur-Argens;83480;83099;43.45;6.683333;1.77
Roquebrune-sur-Argens;83520;83107;43.433333;6.633333;1.58
Saint-Paul-en-Forêt;83440;83117;43.566667;6.683333;1.77
Saint-Raphaël;83700;83118;43.416667;6.766667;2.09
Seillans;83440;83124;43.633333;6.633333;1.58
Tanneron;83440;83133;43.583333;6.883333;2.55
Tourrettes;83440;83138;;;
Trigance;83840;83142;43.766667;6.45;2.08
Artignosc-sur-Verdon;83630;83005;43.7;6.1;1.69
Artigues;83560;83006;43.6;5.8;1.65
Barjols;83670;83012;43.55;6;0.88
Belgentier;83210;83017;43.25;6;2.09
Besse-sur-Issole;83890;83018;43.35;6.166667;0.33
Bras;83149;83021;43.466667;5.95;1.07
Brignoles;83170;83023;43.4;6.066667;0.62
Brue-Auriac;83119;83025;43.533333;5.95;1.07
Cabasse;83340;83026;43.416667;6.233333;1.08
Camps-la-Source;83170;83030;43.383333;6.083333;0.76
Carcès;83570;83032;43.466667;6.183333;0.72
Carnoules;83660;83033;43.3;6.183333;0.62
Châteauvert;83670;83039;43.5;6.016667;1.44
Correns;83570;83045;43.483333;6.083333;1.26
Cotignac;83570;83046;43.533333;6.15;0.73
Cuers;83390;83049;43.233333;6.066667;1.09
Entrecasteaux;83570;83051;43.516667;6.233333;1.49
Esparron;83560;83052;43.591667;5.85;-1
Flassans-sur-Issole;83340;83057;43.366667;6.216667;1.29
Forcalqueiret;83136;83059;43.333333;6.083333;0.9
Fox-Amphoux;83670;83060;43.583333;6.1;1.25
Garéoult;83136;83064;43.333333;6.05;0.68
Ginasservis;83560;83066;43.666667;5.85;1.5
Gonfaron;83590;83067;43.316667;6.283333;0.52
La Cadière-d'Azur;83740;83027;43.2;5.766667;1.78
La Celle;83170;83037;43.4;6.033333;0.75
La Farlède;83210;83054;43.166667;6.033333;1.39
La Roquebrussanne;83136;83108;43.333333;5.983333;0.94
La Verdière;83560;83146;43.633333;5.933333;1.31
Le Beausset;83330;83016;43.2;5.8;1.65
Le Castellet;83330;83035;;;
Le Val;83143;83143;43.433333;6.083333;0.55
Mazaugues;83136;83076;43.333333;5.916667;1.82
Méounes-lès-Montrieux;83136;83077;43.283333;5.966667;1.15
Moissac-Bellevue;83630;83078;43.65;6.166667;1.41
Montfort-sur-Argens;83570;83083;43.466667;6.116667;0.81
Montmeyan;83670;83084;43.65;6.066667;1.44
Nans-les-Pins;83860;83087;43.366667;5.783333;1.72
Néoules;83136;83088;43.3;6.016667;0.81
Ollières;83470;83089;43.483333;5.833333;1.52
Pierrefeu-du-Var;83390;83091;43.216667;6.133333;1.1
Pignans;83790;83092;43.3;6.216667;0.62
Plan-d'Aups-Sainte-Baume;83640;83093;;;
Pontevès;83670;83095;43.566667;6.05;0.92
Pourcieux;83470;83096;43.466667;5.783333;1.72
Pourrières;83910;83097;43.5;5.733333;1.91
Puget-Ville;83390;83100;43.283333;6.133333;1.06
Régusse;83630;83102;43.65;6.133333;1.41
Rians;83560;83104;43.616667;5.75;1.85
Riboux;13780;83105;43.3;5.75;1.85
Rocbaron;83136;83106;43.3;6.083333;0.92
Rougiers;83170;83110;43.383333;5.85;1.97
Saint-Antonin-du-Var;83510;83154;;;
Saint-Cyr-sur-Mer;83270;83112;43.183333;5.716667;1.98
Sainte-Anastasie-sur-Issole;83136;83111;43.333333;6.133333;1.68
Saint-Julien;83560;83113;;;
Saint-Martin;83560;83114;43.58918;5.88478;-1
Saint-Maximin-la-Sainte-Baume;83470;83116;43.45;5.866667;1.39
Saint-Zacharie;83640;83120;43.383333;5.716667;1.98
Salernes;83690;83121;43.55;6.233333;0.83
Seillons-Source-d'Argens;83470;83125;;;
Signes;83870;83127;43.3;5.866667;1.39
Sillans-la-Cascade;83690;83128;43.566667;6.183333;1.5
Solliès-Pont;83210;83130;43.183333;6.05;1.29
Solliès-Toucas;83210;83131;43.2;6.016667;1.2
Solliès-Ville;83210;83132;43.183333;6.033333;1.29
Tavernes;83670;83135;43.6;6.016667;1.12
Tourtour;83690;83139;43.583333;6.3;1.33
Tourves;83170;83140;43.4;5.933333;1.14
Varages;83670;83145;43.6;5.966667;1.23
Villecroze;83690;83149;43.583333;6.266667;1.02
Vinon-sur-Verdon;83560;83150;43.716667;5.8;1.79
Vins-sur-Caramy;83170;83151;43.433333;6.15;1.56
Bandol;83150;83009;43.133333;5.75;1.85
Evenos;83330;83053;43.166667;5.85;1.46
La Seyne-sur-Mer;83500;83126;43.1;5.883333;1.78
Ollioules;83190;83090;43.133333;5.85;1.58
Saint-Mandrier-sur-Mer;83430;83153;43.066667;5.933333;1.97
Sanary-sur-Mer;83110;83123;43.116667;5.8;1.68
Six-Fours-les-Plages;83140;83129;;;
